Date,Open,High,Low,Close,Volume
2023-01-02,18.0,18.0,16.25,17.600000381469727,6943
2023-01-03,17.899999618530273,18.25,17.149999618530273,17.200000762939453,5978
2023-01-04,17.149999618530273,17.700000762939453,17.0,17.450000762939453,4713
2023-01-05,17.450000762939453,20.899999618530273,17.450000762939453,20.899999618530273,69880
2023-01-06,24.25,25.049999237060547,24.0,25.049999237060547,62313
2023-01-09,26.399999618530273,27.549999237060547,26.049999237060547,27.549999237060547,483313
2023-01-10,28.049999237060547,30.299999237060547,28.0,30.299999237060547,239003
2023-01-11,32.650001525878906,33.29999923706055,32.150001525878906,33.29999923706055,132372
2023-01-12,34.95000076293945,34.95000076293945,34.95000076293945,34.95000076293945,30594
2023-01-13,36.650001525878906,36.650001525878906,33.20000076293945,33.20000076293945,380958
2023-01-16,32.0,32.0,31.549999237060547,31.549999237060547,33712
2023-01-17,30.0,30.0,30.0,30.0,9267
2023-01-18,28.5,31.5,28.5,31.450000762939453,375423
2023-01-19,31.200000762939453,31.200000762939453,29.899999618530273,29.899999618530273,86921
2023-01-20,29.950000762939453,30.899999618530273,28.399999618530273,28.399999618530273,72758
2023-01-23,27.049999237060547,27.950000762939453,27.0,27.0,19658
2023-01-24,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,8556
2023-01-25,24.850000381469727,25.5,24.399999618530273,24.399999618530273,79367
2023-01-27,23.549999237060547,24.299999237060547,23.200000762939453,23.200000762939453,74390
2023-01-30,22.149999618530273,24.350000381469727,22.049999237060547,23.549999237060547,383192
2023-01-31,23.0,23.75,22.399999618530273,22.399999618530273,58281
2023-02-01,23.0,23.0,21.299999237060547,21.299999237060547,91284
2023-02-02,21.299999237060547,21.299999237060547,20.25,20.25,27450
2023-02-03,20.25,20.649999618530273,19.25,19.25,39509
2023-02-06,19.950000762939453,19.950000762939453,18.299999237060547,18.399999618530273,25927
2023-02-07,18.0,18.850000381469727,17.649999618530273,18.600000381469727,37538
2023-02-08,18.899999618530273,18.899999618530273,17.850000381469727,18.25,28117
2023-02-09,18.5,19.149999618530273,18.100000381469727,19.149999618530273,33392
2023-02-10,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,9471
2023-02-13,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,7441
2023-02-14,22.149999618530273,22.149999618530273,21.200000762939453,22.149999618530273,45838
2023-02-15,23.200000762939453,23.25,22.5,23.25,14676
2023-02-16,24.399999618530273,24.399999618530273,23.700000762939453,24.399999618530273,23358
2023-02-17,24.850000381469727,24.899999618530273,23.200000762939453,23.200000762939453,30598
2023-02-20,22.100000381469727,22.5,22.049999237060547,22.049999237060547,10903
2023-02-21,22.0,22.049999237060547,20.950000762939453,21.350000381469727,12579
2023-02-22,21.450000762939453,21.600000381469727,20.299999237060547,20.350000381469727,13066
2023-02-23,20.700000762939453,20.700000762939453,19.549999237060547,20.049999237060547,4952
2023-02-24,20.700000762939453,21.049999237060547,20.450000762939453,21.049999237060547,5269
2023-02-27,21.850000381469727,22.100000381469727,21.5,22.100000381469727,11682
2023-02-28,22.950000762939453,23.200000762939453,21.0,22.950000762939453,40744
2023-03-01,23.399999618530273,23.850000381469727,21.799999237060547,21.899999618530273,19251
2023-03-02,21.299999237060547,22.299999237060547,21.299999237060547,21.899999618530273,6140
2023-03-03,22.5,22.850000381469727,21.899999618530273,22.0,9805
2023-03-06,22.850000381469727,22.850000381469727,21.049999237060547,21.600000381469727,17863
2023-03-08,20.600000381469727,22.149999618530273,20.600000381469727,21.799999237060547,18694
2023-03-09,22.450000762939453,22.5,21.75,22.100000381469727,3890
2023-03-10,22.649999618530273,22.649999618530273,21.0,21.0,5735
2023-03-13,21.0,21.899999618530273,20.100000381469727,20.549999237060547,4612
