Date,Open,High,Low,Close,Volume
2023-01-02,418.5393530716535,426.6413831085541,417.7150162800607,420.0113830566406,104408
2023-01-03,419.7051744032078,424.8513852977093,412.7807398498056,418.0800476074219,150992
2023-01-04,417.43236821806835,425.5108802555039,417.3499402892344,418.9750671386719,26268
2023-01-05,418.8337446083224,425.20467291303754,411.9564035055529,421.5658264160156,214640
2023-01-06,421.5894084157381,422.5197199117279,413.19294321868153,418.11541748046875,44176
2023-01-09,420.2115438201186,422.76698194414894,416.6668843654231,419.4696350097656,50728
2023-01-10,418.1860749223616,423.4735952425922,416.40785116179256,421.2007751464844,53320
2023-01-11,420.54130131974256,422.7669990904864,409.8131356086052,414.135009765625,130392
2023-01-12,444.43529359351663,449.1457895510526,418.53935356719705,423.8268737792969,1192752
2023-01-13,423.94462093100657,427.70122982180027,418.75128782436786,419.98779296875,255844
2023-01-16,422.4254885066417,440.125153051563,422.4254885066417,431.32830810546875,363292
2023-01-17,433.64824140267154,437.5815227326874,427.4775032689408,433.3774108886719,182212
2023-01-18,435.7326488632757,440.313594524584,433.73068815000534,439.4068298339844,133416
2023-01-19,441.60899194056566,459.27335161818826,440.4431557020767,456.941650390625,815380
2023-01-20,459.27336205740346,459.27336205740346,442.97505732462645,452.737548828125,1584360
2023-01-23,459.2732977557303,461.62854543652895,450.0878318006157,459.2968444824219,292876
2023-01-24,460.29784832680366,461.6285690847412,457.3891230421262,458.7669372558594,131064
2023-01-25,459.26153911043303,459.26153911043303,445.1653865980054,451.7483215332031,102116
2023-01-27,454.3273441152652,458.4254814297192,432.68260901097847,440.78466796875,205488
2023-01-30,404.5378744163879,443.50612633045426,404.5378744163879,438.5028991699219,231740
2023-01-31,437.81358939036534,441.5571094950875,427.83086911110615,434.2720947265625,266776
2023-02-01,434.319617652011,458.2424688174145,434.319617652011,449.68585205078125,287452
2023-02-02,448.7589350606253,457.54134035158916,436.14979716632007,448.4142761230469,117468
2023-02-03,449.5314152484248,454.2137748434055,448.0102330149338,451.4209899902344,110180
2023-02-06,453.26309197087204,454.45151119470756,439.38234963364476,442.4960021972656,424848
2023-02-07,442.3415024386723,463.24578363480254,432.85791184003705,437.3144836425781,230876
2023-02-08,431.4080293214719,438.7524361519887,429.6729258289124,436.946044921875,105324
2023-02-09,437.5759134801709,439.95275168484324,432.60831582957815,433.6897888183594,87940
2023-02-10,432.82228177190655,444.21921053470857,430.83762746886146,441.36700439453125,123908
2023-02-13,441.36696778095285,442.09191505376646,437.3501343447324,440.3568115234375,25416
2023-02-14,444.231045196582,444.231045196582,429.16188569366716,436.64892578125,80644
2023-02-15,439.71504680224905,442.0799890969632,435.88834327885144,437.10052490234375,54912
2023-02-16,437.10057651050215,438.4791543716019,430.3384829493699,433.226318359375,61792
2023-02-17,441.8423081738552,443.44667389563995,429.9819092344897,430.9920654296875,82340
2023-02-20,434.96140961630755,451.12391008292445,430.20773300847907,435.2585144042969,207400
2023-02-21,439.45362534137706,439.45362534137706,426.1670938572227,430.90887451171875,150316
2023-02-22,429.0192982035681,430.20771731216524,420.70036444338814,424.3250427246094,368868
2023-02-23,424.11109381117336,427.5812715790381,423.1603585863262,424.3963317871094,280060
2023-02-24,427.8308296562917,427.8308296562917,419.1672669614058,422.29278564453125,282816
2023-02-27,424.2656318416989,426.3928904909358,417.39656342810076,423.0177917480469,216972
2023-02-28,425.4302767373786,427.0227467314001,405.96396600715855,409.63616943359375,273736
2023-03-01,411.29993625219134,422.83949680089466,404.07437165982054,421.4847106933594,269088
2023-03-02,465.8127889502855,465.8127889502855,414.09276351926167,419.3218078613281,215418
2023-03-03,422.07894083615474,428.3537704977381,418.4186041908056,424.78851318359375,98417
2023-03-06,423.0771759883653,432.5845282577668,418.37102500935697,424.5983581542969,123558
2023-03-08,424.02795570307524,428.0210556808228,418.32354374294414,420.5102233886719,104280
2023-03-09,420.22500087891456,426.7850686192192,413.5698538061715,418.4186096191406,147189
2023-03-10,408.9112532067813,424.7885151092632,408.9112532067813,420.60528564453125,160061
2023-03-13,418.3234797926394,421.9362618761036,404.10997722584904,409.00628662109375,246586
2023-03-14,409.0063251318686,418.32351918069253,399.54649758110463,402.77899169921875,149544
2023-03-15,407.86545369114464,413.5223404703722,404.1100375584958,411.00286865234375,94911
2023-03-16,410.9553274558635,417.7530789492982,406.5819393365593,411.7634582519531,151171
2023-03-17,413.5698656600947,413.5698656600947,402.20856694032824,403.4920654296875,158085
2023-03-20,404.06250506557467,418.32353465612437,394.5551520052082,397.3598327636719,118805
2023-03-21,398.3580600840125,402.7789730864135,375.63549396319326,381.67266845703125,279207
2023-03-22,381.2448515558697,413.56985143841223,378.4401708427584,407.5802307128906,402438
2023-03-23,405.9639650346416,411.2405342391556,392.8438297609572,408.4358825683594,175154
2023-03-24,401.2103140451479,413.4272689841848,399.26131820105854,407.9605407714844,138825
2023-03-27,405.9639464693265,411.52575341230744,390.8947871500148,407.53265380859375,119069
2023-03-28,407.4375887621378,416.3745235204258,401.2102843430373,414.4730529785156,182283
2023-03-29,414.9008938534144,418.3235468578062,404.15759618749485,416.9925231933594,157615
2023-03-31,385.0478102805761,413.47479096512893,385.0002851195307,409.4817199707031,456185
2023-04-03,405.963973131225,414.04522318184655,397.69256441493326,401.2102966308594,82023
2023-04-05,401.21030538945615,414.1878367159317,400.68741256865644,407.3425598144531,126199
2023-04-06,418.3235204768236,422.50674987876425,407.86543246490305,418.13336181640625,1336993
2023-04-10,421.12821082499295,421.12821082499295,409.7669124360187,410.9078063964844,905345
2023-04-11,413.71244474503686,413.71244474503686,402.16101707858587,404.6329345703125,251213
2023-04-12,404.63294907947244,408.4358902756815,399.9267977435082,406.3918151855469,41227
2023-04-13,406.9147380267419,412.14378255745936,405.9640026575205,407.0573425292969,41075
2023-04-17,407.05730982587187,420.60528774881703,376.30101729972654,383.526611328125,6070499
2023-04-18,383.62168051128737,394.50761093194683,383.62168051128737,387.42462158203125,276773
2023-04-19,391.0374264043658,397.26476017308687,383.7643069925653,394.6502380371094,534435
2023-04-20,395.50582894296446,396.361484789293,388.75560346346674,389.6588134765625,183907
2023-04-21,389.6588198192582,391.8930532979145,384.33469700168916,386.94921875,146745
2023-04-24,391.94058118761393,396.4090481761226,386.94922145144665,395.45831298828125,141834
2023-04-25,395.4583207703716,398.12036774305886,392.5585609819107,395.4107666015625,259300
2023-04-26,397.3598406047579,397.3598406047579,383.33649456399525,390.79974365234375,163583
2023-04-27,394.2699502164401,396.3615505194195,390.08669158220243,394.9830017089844,75452
2023-04-28,396.4566580980975,400.16452032064706,391.7029811424848,399.166259765625,323783
2023-05-02,402.16103345085605,403.01668942132795,392.273392095554,397.69256591796875,176212
2023-05-03,395.5058290368709,402.9691058924369,389.944022513213,396.50408935546875,153987
2023-05-04,400.2595296901723,401.5430280466379,396.2189049842739,399.5464782714844,267906
2023-05-05,390.75224209088543,399.0711766852778,387.90003594423666,393.5093688964844,150641
2023-05-08,397.4073279887456,397.4073279887456,385.14284926751833,386.3312683105469,113009
2023-05-09,391.7029623454836,391.7029623454836,380.0089292015051,381.57763671875,589981
2023-05-10,385.0477998479834,389.04089974835887,381.7677514288079,385.99853515625,63146
